		SIKKIM MANIPAL UNIVERSITY 

		GRADE SHEET - MAY/JUNE 2025 EXAMINATIONS.  

Subject Code  : CS205A1/CSML205A1/CSIC205A1	(REF CODE:CSE403)
Subject Title : DATABASE MANAGEMENT SYSTEM 
Subject Credit : 4.0 

REGNO		INT	   UM		TOT	GRADE
202300002	32.70	 30.5	     64.00	C
202300003	40.55	 39.5	     81.00	A
202300009	29.30	   41	     71.00	B
202300016	34.60	 31.5	     67.00	C
202300018	41.40	   43	     85.00	A
202300019	44.55	 38.5	     84.00	A
202300021	39.05	 26.5	     66.00	C
202300023	21.90	 21.5	     44.00	E
202300024	37.80	 42.5	     81.00	A
202300036	31.70	 29.5	     62.00	C
202300037	40.10	 40.5	     81.00	A
202300048	26.40	   26	     53.00	D
202300058	31.20	 27.5	     59.00	C
202300064	39.00	   34	     73.00	B
202300068	38.30	   38	     77.00	B
202300074	31.40	   23	     55.00	D
202300076	26.60	   28	     55.00	D
202300078	35.40	 42.5	     78.00	B
202300086	35.80	 39.5	     76.00	B
202300087	17.30	   17	     35.00	E
202300091	36.10	   28	     65.00	C
202300101	37.40	   41	     79.00	A
202300105	42.40	 37.5	     80.00	A
202300108	32.00	   25	     57.00	C
202300115	35.10	 40.5	     76.00	B
202300120	40.90	   30	     71.00	B
202300128	26.15	   21	     48.00	D
202300132	32.85	 30.5	     64.00	C
202300139	35.70	 33.5	     70.00	B
202300146	41.10	   42	     84.00	A
202300148	37.30	 30.5	     68.00	B
202300157	24.80	   22	     47.00	D
202300161	36.20	 41.5	     78.00	B
202300169	37.00	   38	     75.00	B
202300171	 0.00	   DT	      0.00	DT
202300172	33.20	   39	     73.00	B
202300177	33.45	 21.5	     55.00	D
202300182	44.30	   42	     87.00	A
202300184	38.55	 40.5	     80.00	A
202300186	34.80	   31	     66.00	C
202300191	26.15	   21	     48.00	D
202300193	36.80	   40	     77.00	B
202300195	33.90	   10	     44.00	E
202300196	43.70	   38	     82.00	A
202300197	32.90	   32	     65.00	C
202300204	40.60	   38	     79.00	A
202300216	37.90	   38	     76.00	B
202300219	36.30	   38	     75.00	B
202300220	40.60	   42	     83.00	A
202300224	24.20	 22.5	     47.00	D
202300227	33.10	   17	     51.00	D
202300236	43.10	   44	     88.00	A
202300239	43.10	 48.5	     92.00	S
202300240	27.00	 14.5	     42.00	E
202300244	31.30	 17.5	     49.00	D
202300246	25.70	 35.5	     62.00	C
202300247	35.65	 21.5	     58.00	C
202300254	33.80	 27.5	     62.00	C
202300255	29.40	 13.5	     43.00	E
202300256	37.50	   37	     75.00	B
202300257	39.50	   44	     84.00	A
202300260	28.50	   26	     55.00	D
202300263	29.35	   27	     57.00	C
202300264	23.80	 15.5	     40.00	E
202300268	44.30	   48	     93.00	S
202300273	38.30	 32.5	     71.00	B
202300274	35.55	   24	     60.00	C
202300275	26.10	    3	     30.00	F
202300277	41.10	   40	     82.00	A
202300279	43.50	 40.5	     84.00	A
